FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyRETDBTMkt,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,Rsvd01,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
540727,POOJA,B,Poojawestern Metaliks Limited,INE973X01012,1,1000,EQ,0.01,100,90,2019-09-24,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-247,D,0.01,Y,A,2023-09-22,2020-01-02,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540728,SAYAJIIND,X,Sayaji Industries Limited,INE327G01032,1,500,EQ,0.05,100,3,2022-08-02,2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-395,D,0.05,Y,A,2022-07-29,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540729,VANTABIO,M,Vanta Bioscience Limited,INE695X01011,750,1000,EQ,0.01,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540736,SIDDH,M,Siddharth Education Services L,INE930X01012,4000,1000,EQ,0.01,100,90,2020-12-24,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540737,SGRL,B,Shree Ganesh Remedies Limited,INE414Y01015,1,1000,EQ,0.05,100,90,2022-09-17,2022-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-247,D,0.05,Y,A,2023-09-07,2021-11-01,2023-02-03,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540738,STL,B,Shreeji Translogistics Limited,INE402Y01028,1,200,EQ,0.01,100,90,2021-09-20,2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-247,D,0.01,Y,A,2023-08-07,2024-02-08,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540739,ABSLRIF5RG,B,Aditya Birla Sun Life Mutual F,INF209KB1IZ0,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540740,ABSLRIF5RD,B,Aditya Birla Sun Life Mutual F,INF209KB1JA1,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540741,ABSLRIF5DG,B,Aditya Birla Sun Life Mutual F,INF209KB1JB9,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540742,ABSLRIF5DD,B,Aditya Birla Sun Life Mutual F,INF209KB1JC7,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540743,GODREJAGRO,A,Godrej Agrovet Limited,INE850D01014,1,1000,EQ,0.05,100,90,2024-07-27,2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-73,D,0.05,N,A,2024-07-26,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540744,MESCON,Z,MIDEAST INTEGRATED STEELS LIMI,INE170N01016,1,1000,EQ,0.01,100,90,2024-09-24,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540749,MASFIN,A,MAS Financial Services Limited,INE348L01012,1,1000,EQ,0.05,100,90,2023-07-20,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-1,D,0.05,N,A,2023-07-19,2024-02-22,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540750,IEX,A,Indian Energy Exchange Limited,INE022Q01020,1,100,EQ,0.05,100,90,2024-07-30,2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-72,D,0.05,N,A,2024-05-31,2021-12-03,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540755,GICRE,A,General Insurance Corporation ,INE481Y01014,1,500,EQ,0.05,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-71,D,0.05,N,A,2023-09-08,2018-07-12,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540756,KAARYAFSL,M,Kaarya Facilities and Services,INE282Y01016,6000,1000,EQ,0.01,0,90,2024-08-14,2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,A,,2022-10-12,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540757,SCPL,B,SHEETAL COOL PRODUCTS LIMITED,INE501Y01019,1,1000,EQ,0.05,100,90,2023-09-24,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.05,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540762,TIINDIA,A,Tube Investments of India Ltd,INE974X01010,1,100,EQ,0.05,100,90,2024-07-24,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-60,D,0.05,N,A,2024-02-13,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540763,IPRU3013,B,ICICI Prudential Mutual Fund,INF109KB11Y6,1,1000,MF,0.01,100,0,2021-05-17,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540764,IPRU3014,B,ICICI Prudential Mutual Fund,INF109KB12Y4,1,1000,MF,0.01,100,0,2021-05-17,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540765,IPRU9215,B,ICICI Prudential Mutual Fund,INF109KB13Y2,1,1000,MF,0.01,100,0,2021-05-17,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540766,IPRU9216,B,ICICI Prudential Mutual Fund,INF109KB14Y0,1,1000,MF,0.01,100,0,2021-05-17,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540767,NAM-INDIA,A,NIPPON LIFE INDIA ASSET MANAGE,INE298J01013,1,1000,EQ,0.05,100,90,2018-09-15,2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-70,D,0.05,N,A,2024-06-28,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540768,MAHLOG,A,Mahindra Logistics Limited,INE766P01016,1,1000,EQ,0.05,100,90,2024-07-13,2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-59,D,0.05,N,A,2024-07-12,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540769,NIACL,A,The New India Assurance Compan,INE470Y01017,1,500,EQ,0.05,100,90,2018-07-23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-69,D,0.05,N,A,2024-09-06,2018-06-27,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540774,IFGLEXPOR,B,IFGL Refractories Limited,INE133Y01011,1,1000,EQ,0.05,100,90,2024-07-25,2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-37,D,0.05,N,A,2020-02-17,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540775,KHADIM,B,Khadim India Limited,INE834I01025,1,1000,EQ,0.05,100,90,2023-09-15,2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.05,N,A,2019-07-31,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540776,5PAISA,B,5paisa Capital Limited,INE618L01018,1,1000,EQ,0.05,100,90,2023-08-25,2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.05,N,A,,,2019-05-28,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540777,HDFCLIFE,A,HDFC LIFE INSURANCE COMPANY LI,INE795G01014,1,1000,EQ,0.05,100,90,2019-07-15,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-68,D,0.05,N,A,2024-06-21,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540778,NIVBDDP,B,Reliance Mutual Fund,INF204KB12Y3,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540779,NIVBDGP,B,Reliance Mutual Fund,INF204KB11Y5,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540780,NIVBDP,B,Reliance Mutual Fund,INF204KB10Y7,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540781,NIVBGP,B,Reliance Mutual Fund,INF204KB19X0,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540782,SBRANDS,M,Sanghvi Brands Limited,INE204Y01010,1000,1000,EQ,0.01,0,90,2023-09-23,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540786,SHARIKA,T,SHARIKA ENTERPRISES LIMITED,INE669Y01022,1,500,EQ,0.01,100,90,2023-09-22,2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-265,D,0.01,Y,A,,2021-07-08,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540787,ICICIB22,A,ICICI Prudential Mutual Fund,INF109KB15Y7,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-19,D,0.01,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540789,DNAMEDIA,T,Diligent Media Corporation Lim,INE016M01021,1,100,EQ,0.01,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-22,D,0.01,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540791,HHOF1140DG,B,HDFC Mutual Fund,INF179KB1W61,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540792,HHOF1140DD,B,HDFC Mutual Fund,INF179KB1W79,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540793,HHOF1140RG,B,HDFC Mutual Fund,INF179KB1W87,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540794,HHOF1140RD,B,HDFC Mutual Fund,INF179KB1W95,1,1000,MF,0.01,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-18,D,0.01,N,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540795,DYCL,B,Dynamic Cables Limited,INE600Y01019,1,1000,EQ,0.05,100,90,2024-07-25,2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.05,N,A,2024-07-24,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540796,RATNABHUMI,T,Ratnabhumi Developers Limited,INE821Y01011,1,1000,EQ,0.05,100,90,2019-09-07,2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-265,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540797,SHALBY,B,Shalby Limited,INE597J01018,1,1000,EQ,0.05,100,90,2023-08-09,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-35,D,0.05,N,A,2023-08-08,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540798,FSC,Z,Future Supply Chain Solutions ,INE935Q01015,1,1000,EQ,0.01,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-1776,D,0.01,N,S,2019-07-25,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540809,MRCAGRO,B,MRC AGROTECH LIMITED,INE333Y01017,1,1000,EQ,0.01,100,90,2021-09-23,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-247,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540811,DML,M,Diggi Multitrade Limited,INE158R01012,5000,1000,EQ,0.01,100,90,2023-09-24,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540812,KMSL,MT,Kids Medical Systems Limited,INE457Y01014,4000,1000,EQ,0.01,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-260,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540823,VITESSE,Z,Vitesse Agro Limited,INE550U01014,1,1000,EQ,0.01,0,90,2022-11-23,2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,2019-05-30,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540829,CHANDRIMA,XT,Chandrima Mercantiles limited,INE371F01016,1,1000,EQ,0.01,100,3,2024-07-20,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540843,RITHWIKFMS,MT,Rithwik Facility Management Se,INE819Y01015,1000,1000,EQ,0.05,100,90,2023-09-22,2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-260,D,0.05,Y,A,2023-09-21,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540850,JFL,M,Jhandewalas Foods Limited,INE841Y01019,2000,1000,EQ,0.05,100,90,2022-05-19,2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540861,IPRU3018,B,ICICI Prudential Mutual Fund,INF109KB16Z2,1,1000,MF,0.01,100,0,2021-06-24,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540862,IPRU3019,B,ICICI Prudential Mutual Fund,INF109KB17Z0,1,1000,MF,0.01,100,0,2021-06-24,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540863,IPRU9220,B,ICICI Prudential Mutual Fund,INF109KB18Z8,1,1000,MF,0.01,100,0,2021-06-24,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540864,IPRU9221,B,ICICI Prudential Mutual Fund,INF109KB19Z6,1,1000,MF,0.01,100,0,2021-06-24,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540874,7SEASL,XT,7SEAS ENTERTAINMENT LIMITED,INE454F01010,1,1000,EQ,0.01,100,3,2023-09-22,2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540879,APOLLO,B,Apollo Micro Systems Limited,INE713T01028,1,100,EQ,0.05,100,90,2024-09-21,2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.05,N,A,2024-09-20,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540900,NEWGEN,A,Newgen Software Technologies L,INE619B01017,1,1000,EQ,0.05,100,90,2020-07-22,2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-1,D,0.05,N,A,2024-07-18,2024-01-12,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540902,AMBER,A,Amber Enterprises India Limite,INE371P01015,1,1000,EQ,0.05,100,90,2024-08-03,2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-1,D,0.05,N,A,2020-03-26,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540903,CRPRISK,M,CRP Risk Management Limited,INE422M01013,2000,1000,EQ,0.01,100,90,2023-11-26,2023-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-258,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540904,TIRUFOAM,XT,TIRUPATI FOAM LIMITED,INE115G01015,1,1000,EQ,0.05,100,3,2023-09-08,2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.05,Y,A,2023-09-07,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540923,ASHOKAMET,B,Ashoka Metcast Limited,INE760Y01011,1,1000,EQ,0.01,100,90,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-41,D,0.01,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540935,GALAXYSURF,A,Galaxy Surfactants Limited,INE600K01018,1,1000,EQ,0.05,100,90,2019-08-03,2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-1,D,0.05,N,A,2024-07-26,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540936,GGL,B,Gautam Gems Limited,INE063Z01017,1,1000,EQ,0.01,100,90,2023-09-24,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-247,D,0.01,Y,A,,2020-09-11,2022-09-01,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540937,MEDICO,T,MEDICO REMEDIES LIMITED,INE630Y01024,1,200,EQ,0.01,100,90,2023-08-18,2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-22,D,0.01,N,A,,2021-11-16,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540938,GUJHYSPIN,MT,Gujarat Hy-Spin Limited,INE578V01013,10000,1000,EQ,0.01,100,90,2023-09-22,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-260,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540947,IPRU3034,B,ICICI Prudential Mutual Fund,INF109KC1333,1,1000,MF,0.01,100,0,2021-07-21,2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540949,IPRU3035,B,ICICI Prudential Mutual Fund,INF109KC1341,1,1000,MF,0.01,100,0,2021-07-21,2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-248,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
